Record Number,Amount Requested,Interest Rate Percentage,Loan Length in Months,Loan Title,Loan Purpose,Monthly PAYMENT,Total Amount Funded,Debt-To-Income Ratio Percentage,FICO Range,Status
328,24000,18.64,60,Debt Consolidation Loan,debt_consolidation,617.83,24000,7.68,690-694,1
329,9750,10.99,36,Debt Consolidation Loan,debt_consolidation,319.16,9750,11.73,705-709,1
330,4000,14.91,36,garage/roof pay off cap1 card,home_improvement,138.49,4000,16.17,670-674,1
331,6000,15.31,36,Consolidate,debt_consolidation,208.9,6000,14.7,680-684,1
332,10000,7.88,36,Mortgage,house,312.82,10000,18.88,735-739,1
333,9500,9.76,36,Refinance of Timeshare,credit_card,305.47,9500,4.8,715-719,1
334,2400,10.65,36,Car loan,car,78.18,2400,20.59,700-704,0
335,6725,6.99,36,Debt consolidation,debt_consolidation,207.62,6725,3.73,750-754,0
336,20000,18.25,60,Debt Consolidation Loan,debt_consolidation,510.6,20000,9.26,680-684,0
337,9000,9.64,36,Eliminate high interest,credit_card,288.89,9000,10.36,700-704,0
338,16000,17.88,60,My Freedom Loan,debt_consolidation,405.26,16000,13.71,685-689,0
339,8000,15.21,36,up grad,home_improvement,278.15,8000,9.6,665-669,0
340,12000,18.79,60,Consolidation -reduce payments $ 389,debt_consolidation,309.91,12000,12.33,670-674,0
341,23500,15.33,36,pay them off,debt_consolidation,647.79,18600,24.46,680-684,0
342,3600,14.33,36,Home buying,house,123.62,3600,10.89,675-679,1
343,3900,14.79,36,Personal loan,home_improvement,134.8,3900,5.88,690-694,1
344,21000,16.45,36,Debt Relief,other,742.93,21000,9.46,690-694,0
345,3500,6.17,36,Buying a new vehicle,car,106.75,3500,6.55,760-764,1
346,12800,12.73,36,Credit Card,credit_card,429.65,12800,12.3,710-714,1
347,12000,20.62,60,st loan,medical,322.09,12000,1.15,675-679,0
348,14900,13.67,36,Home Improvement,home_improvement,506.87,14900,12.93,690-694,1
349,11000,13.11,36,To rid of my credit debt :( 11K,debt_consolidation,371.2,11000,14.58,685-689,1
350,24000,14.65,60,High Interest Credit Card Consolidation,debt_consolidation,566.56,24000,21.85,745-749,0
351,15000,10.37,36,Consolidate,credit_card,486.62,15000,26.93,730-734,1
352,15000,13.16,36,Consolidate,credit_card,506.56,15000,18.87,725-729,1
353,6150,17.99,36,PERSONAL LOAN,debt_consolidation,222.31,6150,6.18,660-664,0
354,15000,17.93,60,Chase and Bank of America,credit_card,380.34,15000,19.72,690-694,1
355,7500,13.79,36,Spa Purchase,small_business,255.57,7500,4.18,685-689,1
356,15000,16.32,60,Kelley,home_improvement,367.33,15000,9.25,685-689,0
357,25000,19.22,60,Road to Financial Freedom,credit_card,651.55,25000,19.41,705-709,0
358,20000,18.39,60,My Loan,debt_consolidation,512.13,20000,23.56,695-699,1
359,5000,12.23,36,Inventory for Ebay Gold Store,small_business,166.63,5000,17.64,675-679,0
360,12000,17.27,36,Phase 2 Debt Consolidation,debt_consolidation,429.45,12000,15.26,665-669,0
361,10000,15.58,36,Paying off credit cards,debt_consolidation,349.51,10000,6.83,660-664,0
362,20000,13.92,36,Mandated Refi for CC Bill,credit_card,682.74,20000,14.99,740-744,0
363,2100,11.12,36,First home 4 Fran,home_improvement,68.88,2100,9.42,690-694,1
364,9000,16.45,36,debt_consolidation,debt_consolidation,318.42,9000,5.34,660-664,0
365,10000,13.22,36,Ex Wife Be Gone,credit_card,338.01,10000,14.57,685-689,1
366,15000,16.63,36,Debt Consolidation,debt_consolidation,532.05,15000,7.93,670-674,1
367,15000,7.51,36,Home Improvement,home_improvement,466.67,15000,24.29,765-769,1
368,10200,8.94,36,down payment for a home,house,324.07,10200,0,755-759,1
369,7000,14.22,36,Medical Expenses To Pay Off,medical,239.99,7000,7.04,670-674,1
370,12000,13.99,60,Vacation,other,279.16,12000,0.35,765-769,0
371,6500,10.99,36,Payoff,debt_consolidation,212.78,6500,16.92,690-694,1
372,24000,9.99,60,Payoff Credit Cards,debt_consolidation,509.82,24000,12.65,720-724,0
373,12800,17.56,60,debt consolidation,debt_consolidation,321.98,12800,17.28,665-669,0
374,2400,13.06,36,personal one,major_purchase,80.94,2400,9.13,685-689,0
375,20000,14.17,60,Amusement Ride Development & Used Car,other,467.13,20000,10.24,745-749,1
376,8000,9.63,36,Car Loan,car,256.76,8000,7.56,735-739,1
377,6600,7.51,36,rv purchase,major_purchase,205.34,6600,15.92,740-744,1
378,3600,6.39,36,motorcycle,major_purchase,110.16,3600,12.54,790-794,1
379,15000,11.58,36,GSITF:Capitlistic-Socially conscise $$$,small_business,495.21,15000,9.27,725-729,0
380,14500,17.19,60,Debt Consolidation,debt_consolidation,361.85,14500,24.39,670-674,0
381,4900,11.14,36,Refinance,credit_card,160.74,4900,24.38,710-714,1
382,7200,9.88,36,Debt Consolidation,debt_consolidation,231.92,7200,21,715-719,1
383,20000,16.32,60,Karen's Loan,debt_consolidation,489.77,20000,14.19,690-694,0
384,17975,8.49,36,Debt Consolidation,debt_consolidation,567.35,17975,17.16,740-744,1
385,20000,15.95,60,Home improvements,home_improvement,485.83,20000,4.39,705-709,1
386,1500,7.29,36,Lisa Loan,debt_consolidation,46.52,1500,1.76,740-744,0
387,2500,14.74,36,Credit card ,credit_card,86.35,2500,6.93,660-664,0
388,12000,11.12,36,End Of Debt,credit_card,393.55,12000,6.98,730-734,1
389,23000,12.18,36,Harworking Skilled Welder,debt_consolidation,765.9,23000,12.34,730-734,1
390,11200,13.92,36,New Roof,home_improvement,382.34,11200,11.9,680-684,0
391,6000,6.76,36,1969 Camaro,car,184.61,6000,21.1,790-794,1
392,6950,8.9,36,Loan,credit_card,220.69,6950,15.98,700-704,1
393,6000,8,36,Chocolate for the people,small_business,188.02,6000,12.62,760-764,1
394,11000,11.03,36,debt,debt_consolidation,360.29,11000,6.82,695-699,0
395,8000,6.54,36,Debt Consolidation,debt_consolidation,245.34,8000,5.31,725-729,1
396,6400,10.65,36,Consolidation,debt_consolidation,208.47,6400,7.09,705-709,1
397,9000,10.71,36,Moving and Consolidating Debt,moving,293.42,9000,11.69,695-699,1
398,6000,10.37,36,Credit Card Refinance,credit_card,194.65,6000,23.8,700-704,0
399,20000,11.48,36,Lottery winner in debt,credit_card,659.37,20000,5.72,755-759,1
400,6000,9.64,36,College living expenses and Roth,debt_consolidation,192.6,6000,2.87,695-699,1
401,27050,15.62,36,Debt Consolidation Loan,debt_consolidation,945.94,27050,24.38,705-709,1
402,10000,7.51,36,Car,other,311.11,10000,7.17,755-759,1
403,14400,13.67,36,credit consolidation,debt_consolidation,489.86,14400,12.42,670-674,0
404,2325,6.39,36,reduce debt,debt_consolidation,71.15,2325,11.96,780-784,1
405,9600,7.49,36,Refinance Credit Card,credit_card,298.58,9600,7.32,730-734,1
406,12000,14.11,36,Debt Consolidate,debt_consolidation,410.75,12000,13.73,680-684,1
407,10000,8.49,36,Refinishing the Basement,home_improvement,315.63,10000,0.83,760-764,1
408,9600,6.62,36,Debt Buster,debt_consolidation,294.76,9600,3.82,760-764,1
409,7500,10.08,36,Can You Help a Sister Out,debt_consolidation,242.29,7500,2.93,705-709,0
410,35000,16.49,60,Credit Card Loan,credit_card,860.28,35000,26.51,720-724,0
411,17625,7.9,36,Debt consolidation loan,debt_consolidation,551.5,17625,11.13,735-739,0
412,25000,23.26,60,Credit Card Loan,credit_card,708.51,25000,24.86,665-669,0
413,8000,15.27,36,vaction,vacation,278.39,8000,6.77,680-684,0
414,10000,15.33,36,education loan,educational,348.29,10000,4.23,665-669,1
415,6000,5.42,36,Financing a motorcycle,car,180.96,6000,5.74,770-774,1
416,12000,14.46,60,Debt Free,debt_consolidation,282.09,12000,2.37,740-744,0
417,3000,11.49,36,Moving,moving,98.92,3000,21.97,690-694,1
418,12000,11.86,36,Business Loan,small_business,397.77,12000,15.87,745-749,0
419,25000,21.27,36,BUSINESS BANKING MANAGER,house,945.35,25000,1.44,660-664,0
420,12000,12.87,36,Debt Consolidation,debt_consolidation,403.6,12000,21.68,735-739,0
421,5000,8.49,36,payoff loan,debt_consolidation,157.82,5000,22.53,720-724,1
422,20000,13.49,60,Major Purchase Loan,major_purchase,460.1,20000,5.28,745-749,0
423,5600,12.53,36,ReFi CC,credit_card,187.42,5600,14.42,680-684,1
424,6500,11.89,36,Motorcycle,other,215.57,6500,8.47,700-704,1
425,4600,18.25,60,STUFFING IT,debt_consolidation,117.44,4600,23.71,680-684,0
426,12000,7.51,36,2010 Loan,debt_consolidation,373.33,12000,2.43,750-754,1
427,9000,11.86,36,Credit Card Payoff,credit_card,298.33,9000,19.86,695-699,0
428,30750,18.25,36,Home Improv/Landscape,home_improvement,1115.55,30750,23.16,680-684,0
429,7000,15.31,36,Debt Consolidation Loan,debt_consolidation,243.73,7000,18.54,675-679,0
430,10000,12.61,36,Pay off High Rate Finances,debt_consolidation,335.07,10000,12.02,670-674,1
431,7500,11.12,60,Matts Loan,home_improvement,163.52,7500,4.65,745-749,0
432,11650,11.99,36,debt consolidation,debt_consolidation,386.9,11650,18,710-714,1
433,35000,20.99,60,Payoff,debt_consolidation,946.68,35000,11.62,700-704,1
434,7000,17.77,36,car loan,car,252.26,7000,12.79,660-664,0
435,16800,12.53,36,Consolidating Wedding Credit Card Debt,debt_consolidation,562.24,16800,8.21,730-734,1
436,5500,11.86,60,lower existing loan payment,debt_consolidation,121.96,5500,9.81,710-714,1
437,16750,20.11,36,Short Term Financing Needed,small_business,623.4,16750,5.36,665-669,0
438,3000,12.87,36,Debt Consolidation,debt_consolidation,100.9,3000,18.35,680-684,1
439,2250,8.49,36,home improvement,home_improvement,71.02,2250,20.73,725-729,0
440,15250,11.89,36,TULES(pronounced Too-Lees) FROZEN YOGURT,small_business,505.76,15250,9.44,735-739,0
441,4300,7.9,36,paying off my credit cards,debt_consolidation,134.55,4300,24.1,740-744,0
442,35000,9.91,36,Home Improvement,home_improvement,1127.88,35000,1.97,785-789,1
443,16000,12.69,60,Consolidation 2011,debt_consolidation,361.52,16000,6.05,740-744,0
444,8000,6.03,36,Home Improve- patio door/window upgrade,home_improvement,243.49,8000,2.98,750-754,1
445,3000,15.28,60,My Vacation,vacation,71.82,3000,1.23,705-709,1
446,25000,9.25,36,credit card payoff,credit_card,510.66,16000,20.15,770-774,0
447,10000,8.63,36,401k LOAN REPAYMENT,car,316.28,10000,8.94,730-734,1
448,10000,7.74,36,1969 mustang restoration,other,312.19,10000,3.56,785-789,1
449,26375,9.91,36,Debt Consolidation/Credit Card,credit_card,849.94,26375,17.33,725-729,1
450,5000,11.12,36,Debt Consol,debt_consolidation,163.98,5000,16.88,700-704,1
451,26375,14.65,60,Credit Card Consolidation,debt_consolidation,622.63,26375,16.54,730-734,1
452,20000,16.08,36,consolidate credit cards,debt_consolidation,387.17,11000,19.96,660-664,0
453,25000,15.65,36,Loan needed to grow business,small_business,874.66,25000,9.01,735-739,0
454,10600,11.97,36,Personal Debt Consolidation,debt_consolidation,351.92,10600,14.9,680-684,0
455,7000,7.74,36,Debt Free Plan,debt_consolidation,218.54,7000,17.81,750-754,1
456,15000,14.18,36,Debt Consolidation,debt_consolidation,513.98,15000,21.49,700-704,1
457,7500,16.33,36,Mastercard,credit_card,264.91,7500,10.8,665-669,0
458,10000,10.39,36,Home improvement and personal debt,home_improvement,178.48,5500,18.46,715-719,0
459,9000,6.54,36,Debt consolidation,debt_consolidation,176.34,5750,4.77,745-749,0
460,8000,15.58,36,citifi auto,debt_consolidation,279.61,8000,22.25,660-664,0
461,25000,13.11,36,Eager to take the next step in my life,major_purchase,843.63,25000,8.42,745-749,0
462,18500,17.27,36,Small Business Loan,small_business,662.07,18500,21.75,695-699,0
463,18000,16.49,60,Loan,debt_consolidation,442.43,18000,13.2,705-709,0
464,25500,15.23,60,Small Business Loan,small_business,609.73,25500,20.13,745-749,0
465,5000,15.05,36,Looking for help with my down payment.,house,173.46,5000,11.48,670-674,1
466,7150,15.99,36,Balance Loan,debt_consolidation,251.34,7150,23.81,670-674,0
467,20000,13.23,60,Debt Consolidation,debt_consolidation,457.42,20000,18.27,730-734,0
468,10000,14.72,36,Unimog,major_purchase,345.29,10000,8.63,695-699,1
469,1450,10.59,60,Debt Consolidation Loan,debt_consolidation,31.24,1450,29,725-729,1
470,25000,15.31,60,home renovation,home_improvement,598.83,25000,12.14,720-724,0
471,10750,15.58,60,Debt Conso,debt_consolidation,259.03,10750,23.7,685-689,1
472,13800,8.49,36,Alpha ,credit_card,435.57,13800,14.22,730-734,1
473,10000,10.99,36,Loan for Downpayment on a Home,house,327.36,10000,3.4,735-739,1
474,6400,13.23,36,August2010Buidling,home_improvement,216.36,6400,16.16,690-694,1
475,4000,10.25,36,LoantoLee,major_purchase,129.54,4000,4.2,725-729,1
476,7500,7.74,36,Remodeling of Rental property,home_improvement,234.14,7500,3.08,795-799,1
477,9300,8.9,36,Loan Consolidation,debt_consolidation,295.31,9300,3.65,720-724,1
478,6125,16.89,36,Consolidation,debt_consolidation,218.04,6125,19,670-674,0
479,6000,10.62,36,Loan 1,debt_consolidation,195.36,6000,13.99,705-709,0
480,3500,6.62,36,home improvement,home_improvement,107.47,3500,0.76,795-799,1
481,10000,16.29,36,Debt consolidation,debt_consolidation,353.01,10000,14.01,665-669,0
482,13750,9.62,36,abloan,debt_consolidation,441.23,13750,23.91,705-709,0
483,20000,11.12,60,Theadro's Cash,debt_consolidation,436.05,20000,10.33,775-779,1
484,9300,14.65,60,travel,other,219.55,9300,14.52,730-734,0
485,14000,17.58,36,consolidation loan 001,debt_consolidation,503.19,14000,21.93,660-664,1
486,22000,17.88,60,debt consolidation ,debt_consolidation,557.23,22000,19.9,700-704,0
487,6000,7.66,36,Motorcycle Loan,car,187.08,6000,14.64,725-729,0
488,20000,11.99,60,Debt Con,debt_consolidation,444.79,20000,25.71,770-774,1
489,7400,13.99,36,Consolidate,debt_consolidation,252.88,7400,13.6,685-689,0
490,8000,11.49,36,Debt Consolidation Loan,debt_consolidation,263.78,8000,6.78,705-709,1
491,8000,13.99,36,Debt Consolidation,debt_consolidation,273.39,8000,33.95,675-679,0
492,30000,11.11,60,Swimming Pool,home_improvement,653.92,30000,0.08,810-814,1
493,30000,20.89,60,Debt Consolidation Loan,debt_consolidation,809.75,30000,24.14,680-684,0
494,5000,13.72,60,Allison's loan,medical,115.62,5000,5.17,680-684,0
495,3600,14.96,36,loan,other,124.73,3600,4.75,660-664,0
496,20000,14.96,60,Pay off my evil credit cards,debt_consolidation,475.38,20000,15.54,705-709,0
497,20000,13.49,36,Bill Consolidation,debt_consolidation,678.61,20000,14.14,685-689,0
498,5000,12.29,36,GMC Jimmy,car,166.77,5000,21.66,680-684,0
499,32000,15.23,36,consolidation,debt_consolidation,1112.9,32000,7.2,715-719,0
500,20000,14.96,36,Consolidation Loan,debt_consolidation,692.93,20000,4.69,685-689,1
501,20000,11.99,60,Pool Funds,home_improvement,444.79,20000,10.11,805-809,1
502,2975,9.96,36,Personal Loan for Debt Consolidation,debt_consolidation,95.94,2975,14.16,690-694,1
503,3000,8.32,36,used car loan,car,78.72,2500,6.58,720-724,1
504,16000,13.23,36,CC consolidation,debt_consolidation,540.88,16000,20.81,720-724,1
505,19075,17.58,60,debt consolidation loan,debt_consolidation,480.04,19075,23.91,690-694,0
506,16000,16,36,pooh,credit_card,562.52,16000,20.6,660-664,0
507,14000,14.65,36,My Smart loan,debt_consolidation,482.92,14000,25.97,765-769,0
508,12000,17.88,36,payoff,small_business,433.11,12000,18.52,660-664,0
509,9750,12.12,36,Debt consolidation,debt_consolidation,324.4,9750,11.42,685-689,0
510,13925,8.9,36,I have a great job and I'm paying debt.,credit_card,442.17,13925,16.91,715-719,1
511,3200,14.96,36,Pay off 2 High interest Credit cards,debt_consolidation,110.87,3200,20.43,670-674,1
512,19000,11.48,36,Debt Consolidation,debt_consolidation,626.41,19000,17.44,750-754,1
513,1800,10.37,60,Mom's medical procedure,medical,38.58,1800,24.15,705-709,1
514,12000,9.99,36,Pay off Credit Cards,debt_consolidation,387.15,12000,13.48,715-719,1
515,32000,16.29,36,Debt Consolidation,debt_consolidation,1129.62,32000,10.33,710-714,0
516,5600,15.23,36,Home Improvement,home_improvement,194.76,5600,2.7,665-669,1
517,25000,17.56,60,Debt Consolidation,debt_consolidation,628.87,25000,13.57,695-699,0
518,33500,21.74,60,Debt Consolidation Loan,debt_consolidation,582.4,21200,2.77,680-684,0
519,8500,13.16,36,Debt consolidation,debt_consolidation,287.05,8500,3.9,695-699,1
520,14400,11.71,36,Credit Card Debt Free,credit_card,476.3,14400,16.35,705-709,1
521,24800,18.25,60,small_business,small_business,633.14,24800,1.36,740-744,0
522,5000,9.99,60,Save More Money,other,106.22,5000,13.03,725-729,0
523,8750,12.72,36,Credit Card,credit_card,293.65,8750,20.12,680-684,1
524,5000,10.38,36,Personal,wedding,162.23,5000,21.84,730-734,1
525,35000,15.62,60,loan,debt_consolidation,844.09,35000,8.16,745-749,0
526,20000,8.49,36,2011loanconsol,debt_consolidation,631.26,20000,11.85,740-744,1
527,20000,11.89,36,New England Hotdog Company Franchise ,small_business,663.28,20000,10.55,790-794,0
528,18825,13.99,60,Debt Consolidation,debt_consolidation,437.93,18825,29.22,720-724,1
529,15000,15.95,36,Catch Up,debt_consolidation,526.99,15000,5.42,670-674,1
530,14400,16.89,60,Main,other,357.03,14400,6.43,730-734,1
531,22000,21.64,60,Consolidation loan,debt_consolidation,603.13,22000,1.11,660-664,0
532,4500,5.99,36,Classic,car,136.88,4500,11.65,755-759,0
533,8000,12.53,36,Loan,debt_consolidation,267.74,8000,11.57,695-699,1
534,21500,6.91,36,CreditOneRefi,credit_card,662.98,21500,21.82,740-744,0
535,2400,7.9,36,Siding Loan,home_improvement,75.1,2400,13.95,730-734,1
536,15000,14.59,36,Payoff Debit,debt_consolidation,516.98,15000,12.64,690-694,0
537,7000,10.65,36,Other Loan,other,228.02,7000,7.63,700-704,1
538,4000,6.62,36,Hot tub,home_improvement,122.82,4000,3.89,760-764,1
539,3000,15.33,36,quick payoff,car,104.49,3000,11,665-669,1
540,6000,9.32,36,Spa Purchase/Home Improvement/CC,major_purchase,191.69,6000,9.51,740-744,0
541,8000,11.26,36,Revision Rhinoplasty**Please help**,medical,262.91,8000,0.34,745-749,0
542,4000,15.05,36,Bridge,medical,138.77,4000,22.48,660-664,1
543,16000,7.88,36,solar panels,renewable_energy,500.5,16000,6.1,800-804,1
544,16500,9.32,36,Prius Loan,car,527.13,16500,8.35,730-734,0
545,35000,10.99,36,Small Business Loan,small_business,1145.69,35000,3.25,770-774,0
546,18000,12.53,36,Regain financial independence!,debt_consolidation,602.4,18000,18.96,725-729,1
547,6000,7.14,36,Timeshare Debt/Bill Consolidation,debt_consolidation,185.65,6000,13.63,750-754,0
548,5000,7.51,36,debt consolidation,debt_consolidation,155.56,5000,17.18,735-739,1
549,12000,8.32,36,Debt Relief,debt_consolidation,220.39,7000,9.58,780-784,1
550,20000,16,36,Invest in Son & Daughter in law's bus.,small_business,703.15,20000,18.13,715-719,0
551,15450,13.93,36,I need to consolidate,debt_consolidation,527.52,15450,19.71,665-669,0
552,15000,9.91,60,Debt consolidation,debt_consolidation,318.05,15000,3.02,785-789,1
553,31000,15.65,60,Small Business Loan,small_business,748.11,31000,8.51,730-734,0
554,15250,15.95,36,blue,debt_consolidation,535.77,15250,19.11,670-674,0
555,11650,10.74,60,Car Financing Loan,car,251.8,11650,11.38,750-754,0
556,3250,8.59,36,Please help student to pay off High Inte,debt_consolidation,102.74,3250,6,730-734,0
557,10000,18.25,36,My Personal Loan,other,362.78,10000,20.64,665-669,1
558,7500,11.97,36,Consolidate high rate credit cards,debt_consolidation,153.55,4625,14.43,730-734,0
559,24000,18.25,60,Legal Loan,major_purchase,612.72,24000,9.13,690-694,1
560,1200,6.03,36,Necessary Fence Repair,home_improvement,36.53,1200,1.97,830-834,1
561,5000,9.88,36,Serendipity,other,161.06,5000,11.36,720-724,1
